Title,Abstract,PDF Link
Sieve: Multimodal Dataset Pruning using Image Captioning Models,"Anas Mahmoud,



Mostafa Elhoushi,



Amro Abbas,



Yu Yang,



Newsha Ardalani,



Hugh Leather,



Ari S. Morcos",/content/CVPR2024/html/Mahmoud_Sieve_Multimodal_Dataset_Pruning_using_Image_Captioning_Models_CVPR_2024_paper.html
Generalizable Novel-View Synthesis using a Stereo Camera,"Haechan Lee,



Wonjoon Jin,



Seung-Hwan Baek,



Sunghyun Cho",/content/CVPR2024/html/Lee_Generalizable_Novel-View_Synthesis_using_a_Stereo_Camera_CVPR_2024_paper.html
Dynamic LiDAR Re-simulation using Compositional Neural Fields,"Hanfeng Wu,



Xingxing Zuo,



Stefan Leutenegger,



Or Litany,



Konrad Schindler,



Shengyu Huang",/content/CVPR2024/html/Wu_Dynamic_LiDAR_Re-simulation_using_Compositional_Neural_Fields_CVPR_2024_paper.html
Explaining CLIP's Performance Disparities on Data from Blind/Low Vision Users,"Daniela Massiceti,



Camilla Longden,



Agnieszka Slowik,



Samuel Wills,



Martin Grayson,



Cecily Morrison",/content/CVPR2024/html/Massiceti_Explaining_CLIPs_Performance_Disparities_on_Data_from_BlindLow_Vision_Users_CVPR_2024_paper.html
AETTA: Label-Free Accuracy Estimation for Test-Time Adaptation,"Taeckyung Lee,



Sorn Chottananurak,



Taesik Gong,



Sung-Ju Lee",/content/CVPR2024/html/Lee_AETTA_Label-Free_Accuracy_Estimation_for_Test-Time_Adaptation_CVPR_2024_paper.html
Digital Life Project: Autonomous 3D Characters with Social Intelligence,"Zhongang Cai,



Jianping Jiang,



Zhongfei Qing,



Xinying Guo,



Mingyuan Zhang,



Zhengyu Lin,



Haiyi Mei,



Chen Wei,



Ruisi Wang,



Wanqi Yin,



Liang Pan,



Xiangyu Fan,



Han Du,



Peng Gao,



Zhitao Yang,



Yang Gao,



Jiaqi Li,



Tianxiang Ren,



Yukun Wei,



Xiaogang Wang,



Chen Change Loy,



Lei Yang,



Ziwei Liu",/content/CVPR2024/html/Cai_Digital_Life_Project_Autonomous_3D_Characters_with_Social_Intelligence_CVPR_2024_paper.html
An Empirical Study of the Generalization Ability of Lidar 3D Object Detectors to Unseen Domains,George Eskandar,/content/CVPR2024/html/Eskandar_An_Empirical_Study_of_the_Generalization_Ability_of_Lidar_3D_CVPR_2024_paper.html
Unsupervised Universal Image Segmentation,"Dantong Niu,



Xudong Wang,



Xinyang Han,



Long Lian,



Roei Herzig,



Trevor Darrell",/content/CVPR2024/html/Niu_Unsupervised_Universal_Image_Segmentation_CVPR_2024_paper.html
Rethinking Prior Information Generation with CLIP for Few-Shot Segmentation,"Jin Wang,



Bingfeng Zhang,



Jian Pang,



Honglong Chen,



Weifeng Liu",/content/CVPR2024/html/Wang_Rethinking_Prior_Information_Generation_with_CLIP_for_Few-Shot_Segmentation_CVPR_2024_paper.html
SingularTrajectory: Universal Trajectory Predictor Using Diffusion Model,"Inhwan Bae,



Young-Jae Park,



Hae-Gon Jeon",/content/CVPR2024/html/Bae_SingularTrajectory_Universal_Trajectory_Predictor_Using_Diffusion_Model_CVPR_2024_paper.html
Generating Handwritten Mathematical Expressions From Symbol Graphs: An End-to-End Pipeline,"Yu Chen,



Fei Gao,



Yanguang Zhang,



Maoying Qiao,



Nannan Wang",/content/CVPR2024/html/Chen_Generating_Handwritten_Mathematical_Expressions_From_Symbol_Graphs_An_End-to-End_Pipeline_CVPR_2024_paper.html
A Closer Look at the Few-Shot Adaptation of Large Vision-Language Models,"Julio Silva-Rodríguez,



Sina Hajimiri,



Ismail Ben Ayed,



Jose Dolz",/content/CVPR2024/html/Silva-Rodriguez_A_Closer_Look_at_the_Few-Shot_Adaptation_of_Large_Vision-Language_CVPR_2024_paper.html
Generative Rendering: Controllable 4D-Guided Video Generation with 2D Diffusion Models,"Shengqu Cai,



Duygu Ceylan,



Matheus Gadelha,



Chun-Hao Paul Huang,



Tuanfeng Yang Wang,



Gordon Wetzstein",/content/CVPR2024/html/Cai_Generative_Rendering_Controllable_4D-Guided_Video_Generation_with_2D_Diffusion_Models_CVPR_2024_paper.html
Relightable Gaussian Codec Avatars,"Shunsuke Saito,



Gabriel Schwartz,



Tomas Simon,



Junxuan Li,



Giljoo Nam",/content/CVPR2024/html/Saito_Relightable_Gaussian_Codec_Avatars_CVPR_2024_paper.html
Why Not Use Your Textbook? Knowledge-Enhanced Procedure Planning of Instructional Videos,"Kumaranage Ravindu Yasas Nagasinghe,



Honglu Zhou,



Malitha Gunawardhana,



Martin Renqiang Min,



Daniel Harari,



Muhammad Haris Khan",/content/CVPR2024/html/Nagasinghe_Why_Not_Use_Your_Textbook_Knowledge-Enhanced_Procedure_Planning_of_Instructional_CVPR_2024_paper.html
Global and Hierarchical Geometry Consistency Priors for Few-shot NeRFs in Indoor Scenes,"Xiaotian Sun,



Qingshan Xu,



Xinjie Yang,



Yu Zang,



Cheng Wang",/content/CVPR2024/html/Sun_Global_and_Hierarchical_Geometry_Consistency_Priors_for_Few-shot_NeRFs_in_CVPR_2024_paper.html
FreeKD: Knowledge Distillation via Semantic Frequency Prompt,"Yuan Zhang,



Tao Huang,



Jiaming Liu,



Tao Jiang,



Kuan Cheng,



Shanghang Zhang",/content/CVPR2024/html/Zhang_FreeKD_Knowledge_Distillation_via_Semantic_Frequency_Prompt_CVPR_2024_paper.html
Can't Make an Omelette Without Breaking Some Eggs: Plausible Action Anticipation Using Large Video-Language Models,"Himangi Mittal,



Nakul Agarwal,



Shao-Yuan Lo,



Kwonjoon Lee",/content/CVPR2024/html/Mittal_Cant_Make_an_Omelette_Without_Breaking_Some_Eggs_Plausible_Action_CVPR_2024_paper.html
On the Estimation of Image-matching Uncertainty in Visual Place Recognition,"Mubariz Zaffar,



Liangliang Nan,



Julian F. P. Kooij",/content/CVPR2024/html/Zaffar_On_the_Estimation_of_Image-matching_Uncertainty_in_Visual_Place_Recognition_CVPR_2024_paper.html
Mask Grounding for Referring Image Segmentation,"Yong Xien Chng,



Henry Zheng,



Yizeng Han,



Xuchong Qiu,



Gao Huang",/content/CVPR2024/html/Chng_Mask_Grounding_for_Referring_Image_Segmentation_CVPR_2024_paper.html
Single-to-Dual-View Adaptation for Egocentric 3D Hand Pose Estimation,"Ruicong Liu,



Takehiko Ohkawa,



Mingfang Zhang,



Yoichi Sato",/content/CVPR2024/html/Liu_Single-to-Dual-View_Adaptation_for_Egocentric_3D_Hand_Pose_Estimation_CVPR_2024_paper.html
Time-Efficient Light-Field Acquisition Using Coded Aperture and Events,"Shuji Habuchi,



Keita Takahashi,



Chihiro Tsutake,



Toshiaki Fujii,



Hajime Nagahara",/content/CVPR2024/html/Habuchi_Time-Efficient_Light-Field_Acquisition_Using_Coded_Aperture_and_Events_CVPR_2024_paper.html
EVS-assisted Joint Deblurring Rolling-Shutter Correction and Video Frame Interpolation through Sensor Inverse Modeling,"Rui Jiang,



Fangwen Tu,



Yixuan Long,



Aabhaas Vaish,



Bowen Zhou,



Qinyi Wang,



Wei Zhang,



Yuntan Fang,



Luis Eduardo Garcia Capel,



Bo Mu,



Tiejun Dai,



Andreas Suess",/content/CVPR2024/html/Jiang_EVS-assisted_Joint_Deblurring_Rolling-Shutter_Correction_and_Video_Frame_Interpolation_through_CVPR_2024_paper.html
Prompt-Enhanced Multiple Instance Learning for Weakly Supervised Video Anomaly Detection,"Junxi Chen,



Liang Li,



Li Su,



Zheng-jun Zha,



Qingming Huang",/content/CVPR2024/html/Chen_Prompt-Enhanced_Multiple_Instance_Learning_for_Weakly_Supervised_Video_Anomaly_Detection_CVPR_2024_paper.html
Animate Anyone: Consistent and Controllable Image-to-Video Synthesis for Character Animation,Li Hu,/content/CVPR2024/html/Hu_Animate_Anyone_Consistent_and_Controllable_Image-to-Video_Synthesis_for_Character_Animation_CVPR_2024_paper.html
FreeCustom: Tuning-Free Customized Image Generation for Multi-Concept Composition,"Ganggui Ding,



Canyu Zhao,



Wen Wang,



Zhen Yang,



Zide Liu,



Hao Chen,



Chunhua Shen",/content/CVPR2024/html/Ding_FreeCustom_Tuning-Free_Customized_Image_Generation_for_Multi-Concept_Composition_CVPR_2024_paper.html
Non-autoregressive Sequence-to-Sequence Vision-Language Models,"Kunyu Shi,



Qi Dong,



Luis Goncalves,



Zhuowen Tu,



Stefano Soatto",/content/CVPR2024/html/Shi_Non-autoregressive_Sequence-to-Sequence_Vision-Language_Models_CVPR_2024_paper.html
MaskINT: Video Editing via Interpolative Non-autoregressive Masked Transformers,"Haoyu Ma,



Shahin Mahdizadehaghdam,



Bichen Wu,



Zhipeng Fan,



Yuchao Gu,



Wenliang Zhao,



Lior Shapira,



Xiaohui Xie",/content/CVPR2024/html/Ma_MaskINT_Video_Editing_via_Interpolative_Non-autoregressive_Masked_Transformers_CVPR_2024_paper.html
Active Prompt Learning in Vision Language Models,"Jihwan Bang,



Sumyeong Ahn,



Jae-Gil Lee",/content/CVPR2024/html/Bang_Active_Prompt_Learning_in_Vision_Language_Models_CVPR_2024_paper.html
Learning Multi-Dimensional Human Preference for Text-to-Image Generation,"Sixian Zhang,



Bohan Wang,



Junqiang Wu,



Yan Li,



Tingting Gao,



Di Zhang,



Zhongyuan Wang",/content/CVPR2024/html/Zhang_Learning_Multi-Dimensional_Human_Preference_for_Text-to-Image_Generation_CVPR_2024_paper.html
ViVid-1-to-3: Novel View Synthesis with Video Diffusion Models,"Jeong-gi Kwak,



Erqun Dong,



Yuhe Jin,



Hanseok Ko,



Shweta Mahajan,



Kwang Moo Yi",/content/CVPR2024/html/Kwak_ViVid-1-to-3_Novel_View_Synthesis_with_Video_Diffusion_Models_CVPR_2024_paper.html
Active Object Detection with Knowledge Aggregation and Distillation from Large Models,"Dejie Yang,



Yang Liu",/content/CVPR2024/html/Yang_Active_Object_Detection_with_Knowledge_Aggregation_and_Distillation_from_Large_CVPR_2024_paper.html
NICE: Neurogenesis Inspired Contextual Encoding for Replay-free Class Incremental Learning,"Mustafa Burak Gurbuz,



Jean Michael Moorman,



Constantine Dovrolis",/content/CVPR2024/html/Gurbuz_NICE_Neurogenesis_Inspired_Contextual_Encoding_for_Replay-free_Class_Incremental_Learning_CVPR_2024_paper.html
Generating Human Motion in 3D Scenes from Text Descriptions,"Zhi Cen,



Huaijin Pi,



Sida Peng,



Zehong Shen,



Minghui Yang,



Shuai Zhu,



Hujun Bao,



Xiaowei Zhou",/content/CVPR2024/html/Cen_Generating_Human_Motion_in_3D_Scenes_from_Text_Descriptions_CVPR_2024_paper.html
Weak-to-Strong 3D Object Detection with X-Ray Distillation,"Alexander Gambashidze,



Aleksandr Dadukin,



Maxim Golyadkin,



Maria Razzhivina,



Ilya Makarov",/content/CVPR2024/html/Gambashidze_Weak-to-Strong_3D_Object_Detection_with_X-Ray_Distillation_CVPR_2024_paper.html
QDFormer: Towards Robust Audiovisual Segmentation in Complex Environments with Quantization-based Semantic Decomposition,"Xiang Li,



Jinglu Wang,



Xiaohao Xu,



Xiulian Peng,



Rita Singh,



Yan Lu,



Bhiksha Raj",/content/CVPR2024/html/Li_QDFormer_Towards_Robust_Audiovisual_Segmentation_in_Complex_Environments_with_Quantization-based_CVPR_2024_paper.html
Active Open-Vocabulary Recognition: Let Intelligent Moving Mitigate CLIP Limitations,"Lei Fan,



Jianxiong Zhou,



Xiaoying Xing,



Ying Wu",/content/CVPR2024/html/Fan_Active_Open-Vocabulary_Recognition_Let_Intelligent_Moving_Mitigate_CLIP_Limitations_CVPR_2024_paper.html
Backdoor Defense via Test-Time Detecting and Repairing,"Jiyang Guan,



Jian Liang,



Ran He",/content/CVPR2024/html/Guan_Backdoor_Defense_via_Test-Time_Detecting_and_Repairing_CVPR_2024_paper.html
Fast Adaptation for Human Pose Estimation via Meta-Optimization,"Shengxiang Hu,



Huaijiang Sun,



Bin Li,



Dong Wei,



Weiqing Li,



Jianfeng Lu",/content/CVPR2024/html/Hu_Fast_Adaptation_for_Human_Pose_Estimation_via_Meta-Optimization_CVPR_2024_paper.html
Efficient Meshflow and Optical Flow Estimation from Event Cameras,"Xinglong Luo,



Ao Luo,



Zhengning Wang,



Chunyu Lin,



Bing Zeng,



Shuaicheng Liu",/content/CVPR2024/html/Luo_Efficient_Meshflow_and_Optical_Flow_Estimation_from_Event_Cameras_CVPR_2024_paper.html
Visual Program Distillation: Distilling Tools and Programmatic Reasoning into Vision-Language Models,"Yushi Hu,



Otilia Stretcu,



Chun-Ta Lu,



Krishnamurthy Viswanathan,



Kenji Hata,



Enming Luo,



Ranjay Krishna,



Ariel Fuxman",/content/CVPR2024/html/Hu_Visual_Program_Distillation_Distilling_Tools_and_Programmatic_Reasoning_into_Vision-Language_CVPR_2024_paper.html
OneFormer3D: One Transformer for Unified Point Cloud Segmentation,"Maxim Kolodiazhnyi,



Anna Vorontsova,



Anton Konushin,



Danila Rukhovich",/content/CVPR2024/html/Kolodiazhnyi_OneFormer3D_One_Transformer_for_Unified_Point_Cloud_Segmentation_CVPR_2024_paper.html
JRDB-Social: A Multifaceted Robotic Dataset for Understanding of Context and Dynamics of Human Interactions Within Social Groups,"Simindokht Jahangard,



Zhixi Cai,



Shiki Wen,



Hamid Rezatofighi",/content/CVPR2024/html/Jahangard_JRDB-Social_A_Multifaceted_Robotic_Dataset_for_Understanding_of_Context_and_CVPR_2024_paper.html
A Backpack Full of Skills: Egocentric Video Understanding with Diverse Task Perspectives,"Simone Alberto Peirone,



Francesca Pistilli,



Antonio Alliegro,



Giuseppe Averta",/content/CVPR2024/html/Peirone_A_Backpack_Full_of_Skills_Egocentric_Video_Understanding_with_Diverse_CVPR_2024_paper.html
WOUAF: Weight Modulation for User Attribution and Fingerprinting in Text-to-Image Diffusion Models,"Changhoon Kim,



Kyle Min,



Maitreya Patel,



Sheng Cheng,



Yezhou Yang",/content/CVPR2024/html/Kim_WOUAF_Weight_Modulation_for_User_Attribution_and_Fingerprinting_in_Text-to-Image_CVPR_2024_paper.html
Visual In-Context Prompting,"Feng Li,



Qing Jiang,



Hao Zhang,



Tianhe Ren,



Shilong Liu,



Xueyan Zou,



Huaizhe Xu,



Hongyang Li,



Jianwei Yang,



Chunyuan Li,



Lei Zhang,



Jianfeng Gao",/content/CVPR2024/html/Li_Visual_In-Context_Prompting_CVPR_2024_paper.html
Text-Conditioned Generative Model of 3D Strand-based Human Hairstyles,"Vanessa Sklyarova,



Egor Zakharov,



Otmar Hilliges,



Michael J. Black,



Justus Thies",/content/CVPR2024/html/Sklyarova_Text-Conditioned_Generative_Model_of_3D_Strand-based_Human_Hairstyles_CVPR_2024_paper.html
GPT-4V(ision) is a Human-Aligned Evaluator for Text-to-3D Generation,"Tong Wu,



Guandao Yang,



Zhibing Li,



Kai Zhang,



Ziwei Liu,



Leonidas Guibas,



Dahua Lin,



Gordon Wetzstein",/content/CVPR2024/html/Wu_GPT-4Vision_is_a_Human-Aligned_Evaluator_for_Text-to-3D_Generation_CVPR_2024_paper.html
NTO3D: Neural Target Object 3D Reconstruction with Segment Anything,"Xiaobao Wei,



Renrui Zhang,



Jiarui Wu,



Jiaming Liu,



Ming Lu,



Yandong Guo,



Shanghang Zhang",/content/CVPR2024/html/Wei_NTO3D_Neural_Target_Object_3D_Reconstruction_with_Segment_Anything_CVPR_2024_paper.html
Instruct-ReID: A Multi-purpose Person Re-identification Task with Instructions,"Weizhen He,



Yiheng Deng,



Shixiang Tang,



Qihao Chen,



Qingsong Xie,



Yizhou Wang,



Lei Bai,



Feng Zhu,



Rui Zhao,



Wanli Ouyang,



Donglian Qi,



Yunfeng Yan",/content/CVPR2024/html/He_Instruct-ReID_A_Multi-purpose_Person_Re-identification_Task_with_Instructions_CVPR_2024_paper.html
OmniMedVQA: A New Large-Scale Comprehensive Evaluation Benchmark for Medical LVLM,"Yutao Hu,



Tianbin Li,



Quanfeng Lu,



Wenqi Shao,



Junjun He,



Yu Qiao,



Ping Luo",/content/CVPR2024/html/Hu_OmniMedVQA_A_New_Large-Scale_Comprehensive_Evaluation_Benchmark_for_Medical_LVLM_CVPR_2024_paper.html
Skeleton-in-Context: Unified Skeleton Sequence Modeling with In-Context Learning,"Xinshun Wang,



Zhongbin Fang,



Xia Li,



Xiangtai Li,



Chen Chen,



Mengyuan Liu",/content/CVPR2024/html/Wang_Skeleton-in-Context_Unified_Skeleton_Sequence_Modeling_with_In-Context_Learning_CVPR_2024_paper.html
DemoFusion: Democratising High-Resolution Image Generation With No $$$,"Ruoyi Du,



Dongliang Chang,



Timothy Hospedales,



Yi-Zhe Song,



Zhanyu Ma",/content/CVPR2024/html/Du_DemoFusion_Democratising_High-Resolution_Image_Generation_With_No__CVPR_2024_paper.html
IBD-SLAM: Learning Image-Based Depth Fusion for Generalizable SLAM,"Minghao Yin,



Shangzhe Wu,



Kai Han",/content/CVPR2024/html/Yin_IBD-SLAM_Learning_Image-Based_Depth_Fusion_for_Generalizable_SLAM_CVPR_2024_paper.html
CPLIP: Zero-Shot Learning for Histopathology with Comprehensive Vision-Language Alignment,"Sajid Javed,



Arif Mahmood,



Iyyakutti Iyappan Ganapathi,



Fayaz Ali Dharejo,



Naoufel Werghi,



Mohammed Bennamoun",/content/CVPR2024/html/Javed_CPLIP_Zero-Shot_Learning_for_Histopathology_with_Comprehensive_Vision-Language_Alignment_CVPR_2024_paper.html
Total Selfie: Generating Full-Body Selfies,"Bowei Chen,



Brian Curless,



Ira Kemelmacher-Shlizerman,



Steven M. Seitz",/content/CVPR2024/html/Chen_Total_Selfie_Generating_Full-Body_Selfies_CVPR_2024_paper.html
Visual Programming for Zero-shot Open-Vocabulary 3D Visual Grounding,"Zhihao Yuan,



Jinke Ren,



Chun-Mei Feng,



Hengshuang Zhao,



Shuguang Cui,



Zhen Li",/content/CVPR2024/html/Yuan_Visual_Programming_for_Zero-shot_Open-Vocabulary_3D_Visual_Grounding_CVPR_2024_paper.html
Learning Structure-from-Motion with Graph Attention Networks,"Lucas Brynte,



José Pedro Iglesias,



Carl Olsson,



Fredrik Kahl",/content/CVPR2024/html/Brynte_Learning_Structure-from-Motion_with_Graph_Attention_Networks_CVPR_2024_paper.html
Geometry Transfer for Stylizing Radiance Fields,"Hyunyoung Jung,



Seonghyeon Nam,



Nikolaos Sarafianos,



Sungjoo Yoo,



Alexander Sorkine-Hornung,



Rakesh Ranjan",/content/CVPR2024/html/Jung_Geometry_Transfer_for_Stylizing_Radiance_Fields_CVPR_2024_paper.html
Holoported Characters: Real-time Free-viewpoint Rendering of Humans from Sparse RGB Cameras,"Ashwath Shetty,



Marc Habermann,



Guoxing Sun,



Diogo Luvizon,



Vladislav Golyanik,



Christian Theobalt",/content/CVPR2024/html/Shetty_Holoported_Characters_Real-time_Free-viewpoint_Rendering_of_Humans_from_Sparse_RGB_CVPR_2024_paper.html
SEAS: ShapE-Aligned Supervision for Person Re-Identification,"Haidong Zhu,



Pranav Budhwant,



Zhaoheng Zheng,



Ram Nevatia",/content/CVPR2024/html/Zhu_SEAS_ShapE-Aligned_Supervision_for_Person_Re-Identification_CVPR_2024_paper.html
Class Incremental Learning with Multi-Teacher Distillation,"Haitao Wen,



Lili Pan,



Yu Dai,



Heqian Qiu,



Lanxiao Wang,



Qingbo Wu,



Hongliang Li",/content/CVPR2024/html/Wen_Class_Incremental_Learning_with_Multi-Teacher_Distillation_CVPR_2024_paper.html
Reg-PTQ: Regression-specialized Post-training Quantization for Fully Quantized Object Detector,"Yifu Ding,



Weilun Feng,



Chuyan Chen,



Jinyang Guo,



Xianglong Liu",/content/CVPR2024/html/Ding_Reg-PTQ_Regression-specialized_Post-training_Quantization_for_Fully_Quantized_Object_Detector_CVPR_2024_paper.html
AMU-Tuning: Effective Logit Bias for CLIP-based Few-shot Learning,"Yuwei Tang,



Zhenyi Lin,



Qilong Wang,



Pengfei Zhu,



Qinghua Hu",/content/CVPR2024/html/Tang_AMU-Tuning_Effective_Logit_Bias_for_CLIP-based_Few-shot_Learning_CVPR_2024_paper.html
Real-World Mobile Image Denoising Dataset with Efficient Baselines,"Roman Flepp,



Andrey Ignatov,



Radu Timofte,



Luc Van Gool",/content/CVPR2024/html/Flepp_Real-World_Mobile_Image_Denoising_Dataset_with_Efficient_Baselines_CVPR_2024_paper.html
Making Vision Transformers Truly Shift-Equivariant,"Renan A. Rojas-Gomez,



Teck-Yian Lim,



Minh N. Do,



Raymond A. Yeh",/content/CVPR2024/html/Rojas-Gomez_Making_Vision_Transformers_Truly_Shift-Equivariant_CVPR_2024_paper.html
SpikeNeRF: Learning Neural Radiance Fields from Continuous Spike Stream,"Lin Zhu,



Kangmin Jia,



Yifan Zhao,



Yunshan Qi,



Lizhi Wang,



Hua Huang",/content/CVPR2024/html/Zhu_SpikeNeRF_Learning_Neural_Radiance_Fields_from_Continuous_Spike_Stream_CVPR_2024_paper.html
Action Scene Graphs for Long-Form Understanding of Egocentric Videos,"Ivan Rodin,



Antonino Furnari,



Kyle Min,



Subarna Tripathi,



Giovanni Maria Farinella",/content/CVPR2024/html/Rodin_Action_Scene_Graphs_for_Long-Form_Understanding_of_Egocentric_Videos_CVPR_2024_paper.html
A Semi-supervised Nighttime Dehazing Baseline with Spatial-Frequency Aware and Realistic Brightness Constraint,"Xiaofeng Cong,



Jie Gui,



Jing Zhang,



Junming Hou,



Hao Shen",/content/CVPR2024/html/Cong_A_Semi-supervised_Nighttime_Dehazing_Baseline_with_Spatial-Frequency_Aware_and_Realistic_CVPR_2024_paper.html
De-confounded Data-free Knowledge Distillation for Handling Distribution Shifts,"Yuzheng Wang,



Dingkang Yang,



Zhaoyu Chen,



Yang Liu,



Siao Liu,



Wenqiang Zhang,



Lihua Zhang,



Lizhe Qi",/content/CVPR2024/html/Wang_De-confounded_Data-free_Knowledge_Distillation_for_Handling_Distribution_Shifts_CVPR_2024_paper.html
Fine-Grained Bipartite Concept Factorization for Clustering,"Chong Peng,



Pengfei Zhang,



Yongyong Chen,



Zhao Kang,



Chenglizhao Chen,



Qiang Cheng",/content/CVPR2024/html/Peng_Fine-Grained_Bipartite_Concept_Factorization_for_Clustering_CVPR_2024_paper.html
Siamese Learning with Joint Alignment and Regression for Weakly-Supervised Video Paragraph Grounding,"Chaolei Tan,



Jianhuang Lai,



Wei-Shi Zheng,



Jian-Fang Hu",/content/CVPR2024/html/Tan_Siamese_Learning_with_Joint_Alignment_and_Regression_for_Weakly-Supervised_Video_CVPR_2024_paper.html
Language-Driven Anchors for Zero-Shot Adversarial Robustness,"Xiao Li,



Wei Zhang,



Yining Liu,



Zhanhao Hu,



Bo Zhang,



Xiaolin Hu",/content/CVPR2024/html/Li_Language-Driven_Anchors_for_Zero-Shot_Adversarial_Robustness_CVPR_2024_paper.html
Deep Equilibrium Diffusion Restoration with Parallel Sampling,"Jiezhang Cao,



Yue Shi,



Kai Zhang,



Yulun Zhang,



Radu Timofte,



Luc Van Gool",/content/CVPR2024/html/Cao_Deep_Equilibrium_Diffusion_Restoration_with_Parallel_Sampling_CVPR_2024_paper.html
LEOD: Label-Efficient Object Detection for Event Cameras,"Ziyi Wu,



Mathias Gehrig,



Qing Lyu,



Xudong Liu,



Igor Gilitschenski",/content/CVPR2024/html/Wu_LEOD_Label-Efficient_Object_Detection_for_Event_Cameras_CVPR_2024_paper.html
Morphological Prototyping for Unsupervised Slide Representation Learning in Computational Pathology,"Andrew H. Song,



Richard J. Chen,



Tong Ding,



Drew F.K. Williamson,



Guillaume Jaume,



Faisal Mahmood",/content/CVPR2024/html/Song_Morphological_Prototyping_for_Unsupervised_Slide_Representation_Learning_in_Computational_Pathology_CVPR_2024_paper.html
Fooling Polarization-Based Vision using Locally Controllable Polarizing Projection,"Zhuoxiao Li,



Zhihang Zhong,



Shohei Nobuhara,



Ko Nishino,



Yinqiang Zheng",/content/CVPR2024/html/Li_Fooling_Polarization-Based_Vision_using_Locally_Controllable_Polarizing_Projection_CVPR_2024_paper.html
Dense Optical Tracking: Connecting the Dots,"Guillaume Le Moing,



Jean Ponce,



Cordelia Schmid",/content/CVPR2024/html/Le_Moing_Dense_Optical_Tracking_Connecting_the_Dots_CVPR_2024_paper.html
A Stealthy Wrongdoer: Feature-Oriented Reconstruction Attack against Split Learning,"Xiaoyang Xu,



Mengda Yang,



Wenzhe Yi,



Ziang Li,



Juan Wang,



Hongxin Hu,



Yong Zhuang,



Yaxin Liu",/content/CVPR2024/html/Xu_A_Stealthy_Wrongdoer_Feature-Oriented_Reconstruction_Attack_against_Split_Learning_CVPR_2024_paper.html
DiffAM: Diffusion-based Adversarial Makeup Transfer for Facial Privacy Protection,"Yuhao Sun,



Lingyun Yu,



Hongtao Xie,



Jiaming Li,



Yongdong Zhang",/content/CVPR2024/html/Sun_DiffAM_Diffusion-based_Adversarial_Makeup_Transfer_for_Facial_Privacy_Protection_CVPR_2024_paper.html
SlowFormer: Adversarial Attack on Compute and Energy Consumption of Efficient Vision Transformers,"K L Navaneet,



Soroush Abbasi Koohpayegani,



Essam Sleiman,



Hamed Pirsiavash",/content/CVPR2024/html/Navaneet_SlowFormer_Adversarial_Attack_on_Compute_and_Energy_Consumption_of_Efficient_CVPR_2024_paper.html
TULIP: Transformer for Upsampling of LiDAR Point Clouds,"Bin Yang,



Patrick Pfreundschuh,



Roland Siegwart,



Marco Hutter,



Peyman Moghadam,



Vaishakh Patil",/content/CVPR2024/html/Yang_TULIP_Transformer_for_Upsampling_of_LiDAR_Point_Clouds_CVPR_2024_paper.html
How to Configure Good In-Context Sequence for Visual Question Answering,"Li Li,



Jiawei Peng,



Huiyi Chen,



Chongyang Gao,



Xu Yang",/content/CVPR2024/html/Li_How_to_Configure_Good_In-Context_Sequence_for_Visual_Question_Answering_CVPR_2024_paper.html
Gaussian Shell Maps for Efficient 3D Human Generation,"Rameen Abdal,



Wang Yifan,



Zifan Shi,



Yinghao Xu,



Ryan Po,



Zhengfei Kuang,



Qifeng Chen,



Dit-Yan Yeung,



Gordon Wetzstein",/content/CVPR2024/html/Abdal_Gaussian_Shell_Maps_for_Efficient_3D_Human_Generation_CVPR_2024_paper.html
Defense Against Adversarial Attacks on No-Reference Image Quality Models with Gradient Norm Regularization,"Yujia Liu,



Chenxi Yang,



Dingquan Li,



Jianhao Ding,



Tingting Jiang",/content/CVPR2024/html/Liu_Defense_Against_Adversarial_Attacks_on_No-Reference_Image_Quality_Models_with_CVPR_2024_paper.html
TACO: Benchmarking Generalizable Bimanual Tool-ACtion-Object Understanding,"Yun Liu,



Haolin Yang,



Xu Si,



Ling Liu,



Zipeng Li,



Yuxiang Zhang,



Yebin Liu,



Li Yi",/content/CVPR2024/html/Liu_TACO_Benchmarking_Generalizable_Bimanual_Tool-ACtion-Object_Understanding_CVPR_2024_paper.html
MoST: Motion Style Transformer Between Diverse Action Contents,"Boeun Kim,



Jungho Kim,



Hyung Jin Chang,



Jin Young Choi",/content/CVPR2024/html/Kim_MoST_Motion_Style_Transformer_Between_Diverse_Action_Contents_CVPR_2024_paper.html
Prompting Hard or Hardly Prompting: Prompt Inversion for Text-to-Image Diffusion Models,"Shweta Mahajan,



Tanzila Rahman,



Kwang Moo Yi,



Leonid Sigal",/content/CVPR2024/html/Mahajan_Prompting_Hard_or_Hardly_Prompting_Prompt_Inversion_for_Text-to-Image_Diffusion_CVPR_2024_paper.html
Unmixing Before Fusion: A Generalized Paradigm for Multi-Source-based Hyperspectral Image Synthesis,"Yang Yu,



Erting Pan,



Xinya Wang,



Yuheng Wu,



Xiaoguang Mei,



Jiayi Ma",/content/CVPR2024/html/Yu_Unmixing_Before_Fusion_A_Generalized_Paradigm_for_Multi-Source-based_Hyperspectral_Image_CVPR_2024_paper.html
